locatie-id	locatie	id	longitude	latitude
Complex nr 7 Kontich-2644	Complex nr 7 Kontich	2644	4.42891783	51.12710026
complex St-Niklaas-West (14)-1312	complex St-Niklaas-West (14)	1312	4.139988012	51.13520239
Complex nr 7 Kontich-2643	Complex nr 7 Kontich	2643	4.42889883	51.1293577
complex St-Niklaas-West (14)-1311	complex St-Niklaas-West (14)	1311	4.140059353	51.13504394
Complex nr 7 Kontich-2642	Complex nr 7 Kontich	2642	4.429600408	51.12797084
complex St-Niklaas-West (14)-1310	complex St-Niklaas-West (14)	1310	4.140059353	51.13504394
Complex nr 7 Kontich-2641	Complex nr 7 Kontich	2641	4.429550217	51.12796957
Complex nr 7 Kontich-2640	Complex nr 7 Kontich	2640	4.429502039	51.12797082
R1 RSS Snede kmpt 6,2-3971	R1 RSS Snede kmpt 6,2	3971	4.450634873	51.21665699
R1 RSS Snede kmpt 6,2-3972	R1 RSS Snede kmpt 6,2	3972	4.45057941	51.21666827
R1 RSS Snede kmpt 6,2-3973	R1 RSS Snede kmpt 6,2	3973	4.450529992	51.21667953
R1 RSS Snede kmpt 6,2-3974	R1 RSS Snede kmpt 6,2	3974	4.450483576	51.21668891
R1 RSS Snede kmpt 7,0-3975	R1 RSS Snede kmpt 7,0	3975	4.447583136	51.21353337
complex St-Niklaas-West (14)-1319	complex St-Niklaas-West (14)	1319	4.140174791	51.13475235
R1 RSS Snede kmpt 7,0-3976	R1 RSS Snede kmpt 7,0	3976	4.44763885	51.21351677
Complex nr 7 Kontich-2649	Complex nr 7 Kontich	2649	4.430967827	51.12548539
complex St-Niklaas-West (14)-1318	complex St-Niklaas-West (14)	1318	4.140220204	51.13537911
R1 RSS Snede kmpt 7,0-3977	R1 RSS Snede kmpt 7,0	3977	4.44768433	51.21349856
complex St-Niklaas-West (14)-1317	complex St-Niklaas-West (14)	1317	4.140220204	51.13537911
Complex nr 7 Kontich-2648	Complex nr 7 Kontich	2648	4.431261006	51.12363015
R1 RSS Snede kmpt 7,0-3978	R1 RSS Snede kmpt 7,0	3978	4.447729758	51.21347828
R1 RSS Snede kmpt7,1-3990	R1 RSS Snede kmpt7,1	3990	4.443891471	51.20909222
R1 RSS Snede kmpt7,1-3991	R1 RSS Snede kmpt7,1	3991	4.443848598	51.20910758
R1 RSS Snede kmpt7,1-3992	R1 RSS Snede kmpt7,1	3992	4.443396441	51.20898992
complex St-Niklaas-Centrum (15) (deel 1)-1330	complex St-Niklaas-Centrum (15) (deel 1)	1330	4.166915466	51.14041496
Complex nr 12 Berendrecht-2661	Complex nr 12 Berendrecht	2661	4.335187	51.356095
Complex nr 12 Berendrecht-2660	Complex nr 12 Berendrecht	2660	4.33691	51.355353
complex St-Niklaas-Centrum (15) (deel 1)-1327	complex St-Niklaas-Centrum (15) (deel 1)	1327	4.168361673	51.13982429
Complex nr 12 Berendrecht-2658	Complex nr 12 Berendrecht	2658	4.338519	51.353655
complex St-Niklaas-Centrum (15) (deel 1)-1326	complex St-Niklaas-Centrum (15) (deel 1)	1326	4.168361673	51.13982429
Complex nr 12 Berendrecht-2657	Complex nr 12 Berendrecht	2657	4.338551	51.353678
complex St-Niklaas-Centrum (15) (deel 1)-1325	complex St-Niklaas-Centrum (15) (deel 1)	1325	4.166021345	51.13946725
Oprit Meise Plantentuin-2656	Oprit Meise Plantentuin	2656	4.334226	50.930131
complex St-Niklaas-Centrum (15) (deel 1)-1324	complex St-Niklaas-Centrum (15) (deel 1)	1324	4.166374542	51.13971355
Oprit Meise Plantentuin-2655	Oprit Meise Plantentuin	2655	4.335101	50.929409
complex St-Niklaas-Centrum (15) (deel 1)-1323	complex St-Niklaas-Centrum (15) (deel 1)	1323	4.166374542	51.13971355
Oprit Meise Plantentuin-2654	Oprit Meise Plantentuin	2654	4.335145	50.929421
complex St-Niklaas-West (14)-1322	complex St-Niklaas-West (14)	1322	4.147839767	51.13688637
Oprit Meise Plantentuin-2653	Oprit Meise Plantentuin	2653	4.335185	50.929432
complex St-Niklaas-West (14)-1321	complex St-Niklaas-West (14)	1321	4.147695481	51.13613352
Oprit Meise Plantentuin-2652	Oprit Meise Plantentuin	2652	4.334653	50.929832
complex St-Niklaas-West (14)-1320	complex St-Niklaas-West (14)	1320	4.140187268	51.13549125
Oprit Meise Plantentuin-2651	Oprit Meise Plantentuin	2651	4.334612	50.929819
R1 RSS Snede kmpt 7,0-3982	R1 RSS Snede kmpt 7,0	3982	4.447970027	51.21344251
R1 RSS Snede kmpt 7,0-3983	R1 RSS Snede kmpt 7,0	3983	4.447927244	51.21345851
R1 RSS Snede kmpt 7,0-3984	R1 RSS Snede kmpt 7,0	3984	4.447488425	51.21356781
R1 RSS Snede kmpt 7,0-3985	R1 RSS Snede kmpt 7,0	3985	4.447522212	51.21355479
R1 RSS Snede kmpt7,1-3986	R1 RSS Snede kmpt7,1	3986	4.444076078	51.20902491
R1 RSS Snede kmpt7,1-3987	R1 RSS Snede kmpt7,1	3987	4.44402646	51.20904203
complex St-Niklaas-Centrum (15) (deel 1)-1329	complex St-Niklaas-Centrum (15) (deel 1)	1329	4.166823241	51.14029767
R1 RSS Snede kmpt7,1-3988	R1 RSS Snede kmpt7,1	3988	4.44398123	51.20905971
complex St-Niklaas-Centrum (15) (deel 1)-1328	complex St-Niklaas-Centrum (15) (deel 1)	1328	4.166823241	51.14029767
Complex nr 12 Berendrecht-2659	Complex nr 12 Berendrecht	2659	4.33873	51.353777
R1 RSS Snede kmpt7,1-3989	R1 RSS Snede kmpt7,1	3989	4.443937903	51.20907627
complex St-Niklaas-Centrum (15) (deel 1)-1341	complex St-Niklaas-Centrum (15) (deel 1)	1341	4.173246245	51.14147172
complex St-Niklaas-Centrum (15) (deel 1)-1340	complex St-Niklaas-Centrum (15) (deel 1)	1340	4.175205224	51.14123954
Complex Brecht-2671	Complex Brecht	2671	4.639217765	51.36097826
Complex Brecht-2670	Complex Brecht	2670	4.639348	51.361791
complex St-Niklaas-Centrum (15) (deel 1)-1338	complex St-Niklaas-Centrum (15) (deel 1)	1338	4.173009754	51.14070727
Complex Brecht-2669	Complex Brecht	2669	4.639294	51.36181
complex St-Niklaas-Centrum (15) (deel 1)-1337	complex St-Niklaas-Centrum (15) (deel 1)	1337	4.173693844	51.14107006
Complex Brecht-2668	Complex Brecht	2668	4.63327	51.356669
complex St-Niklaas-Centrum (15) (deel 1)-1336	complex St-Niklaas-Centrum (15) (deel 1)	1336	4.173693844	51.14107006
Complex Brecht-2667	Complex Brecht	2667	4.634130652	51.35669649
complex St-Niklaas-Centrum (15) (deel 1)-1335	complex St-Niklaas-Centrum (15) (deel 1)	1335	4.173637632	51.14120053
Complex Brecht-2666	Complex Brecht	2666	4.633921763	51.35678187
complex St-Niklaas-Centrum (15) (deel 1)-1334	complex St-Niklaas-Centrum (15) (deel 1)	1334	4.173637632	51.14120053
Complex Brecht-2665	Complex Brecht	2665	4.63396567	51.3567691
complex St-Niklaas-Centrum (15) (deel 1)-1333	complex St-Niklaas-Centrum (15) (deel 1)	1333	4.173637632	51.14120053
Complex nr 12 Berendrecht-2664	Complex nr 12 Berendrecht	2664	4.336504	51.354433
complex St-Niklaas-Centrum (15) (deel 1)-1332	complex St-Niklaas-Centrum (15) (deel 1)	1332	4.165224028	51.14116449
Complex nr 12 Berendrecht-2663	Complex nr 12 Berendrecht	2663	4.335039	51.35605
complex St-Niklaas-Centrum (15) (deel 1)-1331	complex St-Niklaas-Centrum (15) (deel 1)	1331	4.165224028	51.14116449
Complex nr 12 Berendrecht-2662	Complex nr 12 Berendrecht	2662	4.335237	51.356104
R1 RSS Snede kmpt7,1-3993	R1 RSS Snede kmpt7,1	3993	4.443443654	51.20897278
R1 RSS Snede kmpt7,1-3994	R1 RSS Snede kmpt7,1	3994	4.443490566	51.20895577
R1 RSS Snede kmpt7,1-3995	R1 RSS Snede kmpt7,1	3995	4.443163982	51.20902529
R1 RSS Snede kmpt7,1-3996	R1 RSS Snede kmpt7,1	3996	4.443214477	51.20901761
Complex 1 Merksem-3997	Complex 1 Merksem	3997	4.426107	51.246126
Complex 1 Merksem-3998	Complex 1 Merksem	3998	4.426577	51.247667
Complex 1 Merksem-3999	Complex 1 Merksem	3999	4.426522	51.247666
complex St-Niklaas-Centrum (15) (deel 1)-1339	complex St-Niklaas-Centrum (15) (deel 1)	1339	4.173009754	51.14070727
complex Aalst (19) (westzijde)-1352	complex Aalst (19) (westzijde)	1352	4.024366202	50.92294432
Complex nr 1 Gullegem-2683	Complex nr 1 Gullegem	2683	3.202602766	50.82856487
complex Aalst (19) (westzijde)-1351	complex Aalst (19) (westzijde)	1351	4.024366202	50.92294432
Complex nr 5 Gistel-2682	Complex nr 5 Gistel	2682	2.933954427	51.15750233
complex Aalst (19) (westzijde)-1350	complex Aalst (19) (westzijde)	1350	4.024516727	50.9230513
Complex nr 5 Gistel-2681	Complex nr 5 Gistel	2681	2.933208343	51.1578529
Complex nr 5 Gistel-2680	Complex nr 5 Gistel	2680	2.936335762	51.15846719
complex Aalst (19) (westzijde)-1349	complex Aalst (19) (westzijde)	1349	4.024516727	50.9230513
complex Aalst (19) (westzijde)-1348	complex Aalst (19) (westzijde)	1348	4.024516727	50.9230513
Complex nr 5 Gistel-2679	Complex nr 5 Gistel	2679	2.93576992	51.15887922
Complex nr 5 Gistel-2678	Complex nr 5 Gistel	2678	2.935568861	51.15837211
Complex nr 5 Gistel-2677	Complex nr 5 Gistel	2677	2.935596471	51.15834512
Complex nr 5 Gistel-2676	Complex nr 5 Gistel	2676	2.935434788	51.1585067
complex St-Niklaas-Centrum (15) (deel 1)-1344	complex St-Niklaas-Centrum (15) (deel 1)	1344	4.170631438	51.14116249
Complex nr 5 Gistel-2675	Complex nr 5 Gistel	2675	2.935402569	51.15853726
complex St-Niklaas-Centrum (15) (deel 1)-1343	complex St-Niklaas-Centrum (15) (deel 1)	1343	4.17306306	51.1416218
Complex nr 15 Leugenberg deel 2-2674	Complex nr 15 Leugenberg deel 2	2674	4.411269527	51.28649718
complex St-Niklaas-Centrum (15) (deel 1)-1342	complex St-Niklaas-Centrum (15) (deel 1)	1342	4.173246245	51.14147172
Complex nr 15 Leugenberg deel 2-2673	Complex nr 15 Leugenberg deel 2	2673	4.411485524	51.2863198
complex Aalst (19) (oostzijde)-1363	complex Aalst (19) (oostzijde)	1363	4.034176161	50.91790824
Complex nr 5 Ieper-Noord-2694	Complex nr 5 Ieper-Noord	2694	2.919913614	50.87410627
complex Aalst (19) (oostzijde)-1362	complex Aalst (19) (oostzijde)	1362	4.033864929	50.91789656
Complex nr 1 Gullegem-2693	Complex nr 1 Gullegem	2693	3.201820692	50.82908738
complex Aalst (19) (oostzijde)-1361	complex Aalst (19) (oostzijde)	1361	4.033895051	50.91792221
Complex nr 1 Gullegem-2692	Complex nr 1 Gullegem	2692	3.203239815	50.82884623
complex Aalst (19) (oostzijde)-1360	complex Aalst (19) (oostzijde)	1360	4.033599799	50.91778556
Complex nr 1 Gullegem-2691	Complex nr 1 Gullegem	2691	3.202876044	50.82827247
Complex nr 1 Gullegem-2690	Complex nr 1 Gullegem	2690	3.201536862	50.82845552
complex Aalst (19) (oostzijde)-1359	complex Aalst (19) (oostzijde)	1359	4.033635664	50.91781262
complex Aalst (19) (oostzijde)-1358	complex Aalst (19) (oostzijde)	1358	4.033661603	50.91784099
Complex nr 1 Gullegem-2689	Complex nr 1 Gullegem	2689	3.202686292	50.8287993
Complex nr 1 Gullegem-2688	Complex nr 1 Gullegem	2688	3.202693259	50.82883217
Complex nr 1 Gullegem-2687	Complex nr 1 Gullegem	2687	3.202581136	50.82845315
complex Aalst (19) (westzijde)-1355	complex Aalst (19) (westzijde)	1355	4.02398683	50.92252094
Complex nr 1 Gullegem-2686	Complex nr 1 Gullegem	2686	3.202641646	50.82868409
complex Aalst (19) (westzijde)-1354	complex Aalst (19) (westzijde)	1354	4.024662119	50.92313636
Complex nr 1 Gullegem-2685	Complex nr 1 Gullegem	2685	3.202651378	50.82871861
complex Aalst (19) (westzijde)-1353	complex Aalst (19) (westzijde)	1353	4.024366202	50.92294432
Complex nr 1 Gullegem-2684	Complex nr 1 Gullegem	2684	3.202615261	50.82859838
complex Aalst (19) (oostzijde)-1374	complex Aalst (19) (oostzijde)	1374	4.030036672	50.91990289
complex Aalst (19) (oostzijde)-1373	complex Aalst (19) (oostzijde)	1373	4.031109809	50.91851945
complex Aalst (19) (oostzijde)-1372	complex Aalst (19) (oostzijde)	1372	4.029889753	50.91909268
complex Aalst (19) (oostzijde)-1371	complex Aalst (19) (oostzijde)	1371	4.030102158	50.91919848
complex Aalst (19) (oostzijde)-1370	complex Aalst (19) (oostzijde)	1370	4.033367153	50.91723127
complex Aalst (19) (oostzijde)-1369	complex Aalst (19) (oostzijde)	1369	4.033146081	50.91728647
complex Aalst (19) (oostzijde)-1368	complex Aalst (19) (oostzijde)	1368	4.033345966	50.91756726
Complex nr 3 Nieuwpoort-2699	Complex nr 3 Nieuwpoort	2699	2.753138743	51.11124836
complex Aalst (19) (oostzijde)-1367	complex Aalst (19) (oostzijde)	1367	4.03353228	50.91772722
Complex nr 3 Nieuwpoort-2698	Complex nr 3 Nieuwpoort	2698	2.752934223	51.11138956
complex Aalst (19) (oostzijde)-1366	complex Aalst (19) (oostzijde)	1366	4.033506576	50.91769782
Complex nr 3 Nieuwpoort-2697	Complex nr 3 Nieuwpoort	2697	2.752898117	51.1114171
complex Aalst (19) (oostzijde)-1365	complex Aalst (19) (oostzijde)	1365	4.033472076	50.91767229
Complex nr 5 Ieper-Noord-2696	Complex nr 5 Ieper-Noord	2696	2.919407845	50.87368825
complex Aalst (19) (oostzijde)-1364	complex Aalst (19) (oostzijde)	1364	4.032526742	50.91869744
Complex nr 5 Ieper-Noord-2695	Complex nr 5 Ieper-Noord	2695	2.919877398	50.87408689
complex nr 17 Wetteren-1385	complex nr 17 Wetteren	1385	3.828968687	50.97727095
complex nr 17 Wetteren-1384	complex nr 17 Wetteren	1384	3.828549628	50.97693523
complex nr 17 Wetteren-1383	complex nr 17 Wetteren	1383	3.828783578	50.97713112
complex nr 17 Wetteren-1382	complex nr 17 Wetteren	1382	3.828817503	50.97715688
complex nr 17 Wetteren-1381	complex nr 17 Wetteren	1381	3.828850646	50.97718048
complex nr 17 Wetteren-1380	complex nr 17 Wetteren	1380	3.828725599	50.97708202
complex nr 17 Wetteren-1379	complex nr 17 Wetteren	1379	3.828691873	50.97705706
complex nr 17 Wetteren-1378	complex nr 17 Wetteren	1378	3.828660209	50.97702939
complex Aalst (19) (oostzijde)-1377	complex Aalst (19) (oostzijde)	1377	4.03041168	50.92015354
complex Aalst (19) (oostzijde)-1376	complex Aalst (19) (oostzijde)	1376	4.030478725	50.92011105
complex Aalst (19) (oostzijde)-1375	complex Aalst (19) (oostzijde)	1375	4.030000468	50.91988267
complex nr 14 St-Denijs-Westrem (deel 1:-1396	complex nr 14 St-Denijs-Westrem (deel 1:	1396	3.685365732	51.02221311
complex nr 14 St-Denijs-Westrem (deel 1:-1395	complex nr 14 St-Denijs-Westrem (deel 1:	1395	3.688967217	51.0202545
complex nr 14 St-Denijs-Westrem (deel 1:-1394	complex nr 14 St-Denijs-Westrem (deel 1:	1394	3.69039217	51.0199239
complex nr 14 St-Denijs-Westrem (deel 1:-1393	complex nr 14 St-Denijs-Westrem (deel 1:	1393	3.688397747	51.02010589
complex nr 14 St-Denijs-Westrem (deel 1:-1392	complex nr 14 St-Denijs-Westrem (deel 1:	1392	3.688418512	51.0201394
complex nr 14 St-Denijs-Westrem (deel 1:-1391	complex nr 14 St-Denijs-Westrem (deel 1:	1391	3.688441203	51.02016936
complex nr 14 St-Denijs-Westrem (deel 1:-1390	complex nr 14 St-Denijs-Westrem (deel 1:	1390	3.689018745	51.02010596
complex nr 14 St-Denijs-Westrem (deel 1:-1389	complex nr 14 St-Denijs-Westrem (deel 1:	1389	3.689036536	51.02013469
complex nr 17 Wetteren-1388	complex nr 17 Wetteren	1388	3.836394989	50.97353039
complex nr 17 Wetteren-1387	complex nr 17 Wetteren	1387	3.836434291	50.97354275
complex nr 17 Wetteren-1386	complex nr 17 Wetteren	1386	3.835889592	50.973304
complex nr 14 St-Denijs-Westrem (deel 1:-1399	complex nr 14 St-Denijs-Westrem (deel 1:	1399	3.684492599	51.02229655
complex nr 14 St-Denijs-Westrem (deel 1:-1398	complex nr 14 St-Denijs-Westrem (deel 1:	1398	3.684712972	51.022237
complex nr 14 St-Denijs-Westrem (deel 1:-1397	complex nr 14 St-Denijs-Westrem (deel 1:	1397	3.685431779	51.02258542
Kennedytunnel (linkeroever)-500	Kennedytunnel (linkeroever)	500	4.368546147	51.20850583
Kennedytunnel (linkeroever)-501	Kennedytunnel (linkeroever)	501	4.368546147	51.20850583
Oprit 4 Ring 2-502	Oprit 4 Ring 2	502	4.426931942	51.19188096
complex Deurne (2)-503	complex Deurne (2)	503	4.444796153	51.22701878
knooppunt Antwerpen-Noord (E19>A12+R1)-504	knooppunt Antwerpen-Noord (E19>A12+R1)	504	4.439219	51.265232
knooppunt Antwerpen-Noord (E19>A12+R1)-505	knooppunt Antwerpen-Noord (E19>A12+R1)	505	4.439243	51.2652
knooppunt Antwerpen-Noord (E19>A12+R1)-506	knooppunt Antwerpen-Noord (E19>A12+R1)	506	4.439769	51.265568
knooppunt Antwerpen-Noord (E19>A12+R1)-507	knooppunt Antwerpen-Noord (E19>A12+R1)	507	4.439789	51.265538
Knooppunt E19 - A12-508	Knooppunt E19 - A12	508	4.431822	51.26077
Knooppunt E19 - A12-509	Knooppunt E19 - A12	509	4.431772	51.260785
Knooppunt E19 - A12-510	Knooppunt E19 - A12	510	4.432104	51.260611
Knooppunt E19 - A12-511	Knooppunt E19 - A12	511	4.432072	51.260639
knooppunt Antwerpen-Noord (A12)-512	knooppunt Antwerpen-Noord (A12)	512	4.425181	51.264282
knooppunt Antwerpen-Noord (A12)-513	knooppunt Antwerpen-Noord (A12)	513	4.425183025	51.26425103
knooppunt Antwerpen-Noord (A12)-514	knooppunt Antwerpen-Noord (A12)	514	4.425182002	51.26421872
knooppunt Antwerpen-Noord (A12)-515	knooppunt Antwerpen-Noord (A12)	515	4.425179	51.264184
knooppunt Antwerpen-Noord (A12)-516	knooppunt Antwerpen-Noord (A12)	516	4.425195	51.263923
knooppunt Antwerpen-Noord (A12)-517	knooppunt Antwerpen-Noord (A12)	517	4.425201	51.263953
knooppunt Antwerpen-Noord (A12)-518	knooppunt Antwerpen-Noord (A12)	518	4.425146	51.263774
knooppunt Antwerpen-Noord (A12)-519	knooppunt Antwerpen-Noord (A12)	519	4.425156	51.263806
complex Adinkerke (1)-520	complex Adinkerke (1)	520	2.608656156	51.06865665
complex Adinkerke (1)-521	complex Adinkerke (1)	521	2.608656156	51.06865665
complex Adinkerke (1)-523	complex Adinkerke (1)	523	2.610206109	51.06834967
complex Adinkerke (1)-524	complex Adinkerke (1)	524	2.598539827	51.0674996
complex Adinkerke (1)-525	complex Adinkerke (1)	525	2.598539827	51.0674996
complex Adinkerke (1)-526	complex Adinkerke (1)	526	2.5967941	51.06732483
complex Adinkerke (1)-527	complex Adinkerke (1)	527	2.599560749	51.06797767
complex Dansaertlaan-528	complex Dansaertlaan	528	4.2701722	50.8652667
complex Dansaertlaan-529	complex Dansaertlaan	529	4.270225	50.8652694
complex Dansaertlaan-530	complex Dansaertlaan	530	4.270275	50.865275
complex Dansaertlaan-531	complex Dansaertlaan	531	4.2699361	50.866125
complex Dansaertlaan-532	complex Dansaertlaan	532	4.2705278	50.8652806
complex Dansaertlaan-533	complex Dansaertlaan	533	4.270509737	50.86525201
complex Dansaertlaan-534	complex Dansaertlaan	534	4.2704306	50.8652806
complex Dansaertlaan-535	complex Dansaertlaan	535	4.2705889	50.8658417
complex Dansaertlaan-536	complex Dansaertlaan	536	4.2710194	50.8630639
complex Dansaertlaan-537	complex Dansaertlaan	537	4.2702194	50.8638556
complex Dilbeek + Anderlecht Dupuisln (n-538	complex Dilbeek + Anderlecht Dupuisln (n	538	4.2817667	50.8436528
complex Dilbeek + Anderlecht Dupuisln (n-539	complex Dilbeek + Anderlecht Dupuisln (n	539	4.2818167	50.8436667
complex Dilbeek + Anderlecht Dupuisln (n-540	complex Dilbeek + Anderlecht Dupuisln (n	540	4.2816917	50.8440472
complex Dilbeek + Anderlecht Dupuisln (n-541	complex Dilbeek + Anderlecht Dupuisln (n	541	4.2817444	50.8440639
complex Dilbeek + Anderlecht Dupuisln (n-542	complex Dilbeek + Anderlecht Dupuisln (n	542	4.2817889	50.844075
complex Dilbeek + Anderlecht Dupuisln (n-543	complex Dilbeek + Anderlecht Dupuisln (n	543	4.2820222	50.8441417
complex Dilbeek + Anderlecht Dupuisln (n-544	complex Dilbeek + Anderlecht Dupuisln (n	544	4.281975	50.8441278
complex Dilbeek + Anderlecht Dupuisln (n-545	complex Dilbeek + Anderlecht Dupuisln (n	545	4.2819306	50.8441194
complex Dilbeek + Anderlecht Dupuisln (n-546	complex Dilbeek + Anderlecht Dupuisln (n	546	4.282204266	50.84418052
complex Dilbeek + Anderlecht Dupuisln (n-547	complex Dilbeek + Anderlecht Dupuisln (n	547	4.282204266	50.84418052
complex Dilbeek + Anderlecht Dupuisln (n-548	complex Dilbeek + Anderlecht Dupuisln (n	548	4.282166816	50.84443402
complex Dilbeek + Anderlecht Dupuisln (n-549	complex Dilbeek + Anderlecht Dupuisln (n	549	4.282166816	50.84443402
complex Dilbeek + Anderlecht Dupuisln (n-550	complex Dilbeek + Anderlecht Dupuisln (n	550	4.2783361	50.8472222
complex Dilbeek + Anderlecht Dupuisln (n-551	complex Dilbeek + Anderlecht Dupuisln (n	551	4.2783778	50.8472361
complex Dilbeek + Anderlecht Dupuisln (n-552	complex Dilbeek + Anderlecht Dupuisln (n	552	4.27955	50.8468722
complex Dilbeek + Anderlecht Dupuisln (n-553	complex Dilbeek + Anderlecht Dupuisln (n	553	4.2795194	50.8468528
complex Anderlecht-Dupuislaan (zuidzijde-554	complex Anderlecht-Dupuislaan (zuidzijde	554	4.2820333	50.8356611
complex Anderlecht-Dupuislaan (zuidzijde-555	complex Anderlecht-Dupuislaan (zuidzijde	555	4.2820833	50.8356556
complex Anderlecht-Dupuislaan (zuidzijde-556	complex Anderlecht-Dupuislaan (zuidzijde	556	4.2821333	50.83565
complex Anderlecht-Dupuislaan (zuidzijde-557	complex Anderlecht-Dupuislaan (zuidzijde	557	4.2818222	50.8356889
complex Anderlecht-Dupuislaan (zuidzijde-558	complex Anderlecht-Dupuislaan (zuidzijde	558	4.281825	50.8356694
complex Anderlecht-Dupuislaan (zuidzijde-559	complex Anderlecht-Dupuislaan (zuidzijde	559	4.2822778	50.8352222
complex Anderlecht-Dupuislaan (zuidzijde-560	complex Anderlecht-Dupuislaan (zuidzijde	560	4.282225	50.8352306
complex Anderlecht-Dupuislaan (zuidzijde-561	complex Anderlecht-Dupuislaan (zuidzijde	561	4.282175	50.8352333
complex Anderlecht-Dupuislaan (zuidzijde-562	complex Anderlecht-Dupuislaan (zuidzijde	562	4.2824611	50.8352194
complex Anderlecht-Dupuislaan (zuidzijde-563	complex Anderlecht-Dupuislaan (zuidzijde	563	4.2824194	50.835225
viaduct Gentbrugge-564	viaduct Gentbrugge	564	3.770380701	51.03882917
viaduct Gentbrugge-565	viaduct Gentbrugge	565	3.770380701	51.03882917
viaduct Gentbrugge-566	viaduct Gentbrugge	566	3.770380701	51.03882917
viaduct Gentbrugge-567	viaduct Gentbrugge	567	3.770534126	51.03908861
viaduct Gentbrugge-568	viaduct Gentbrugge	568	3.770534126	51.03908861
viaduct Gentbrugge-569	viaduct Gentbrugge	569	3.770534126	51.03908861
complex Gentbrugge-570	complex Gentbrugge	570	3.752597991	51.03308142
complex Gentbrugge-571	complex Gentbrugge	571	3.752597991	51.03308142
complex Gentbrugge-572	complex Gentbrugge	572	3.752597991	51.03308142
complex Gentbrugge-573	complex Gentbrugge	573	3.752383271	51.03263972
complex Gentbrugge-574	complex Gentbrugge	574	3.753814963	51.03334883
complex Gentbrugge-575	complex Gentbrugge	575	3.752406921	51.03324276
complex Gentbrugge-576	complex Gentbrugge	576	3.752406921	51.03324276
complex Gentbrugge-577	complex Gentbrugge	577	3.752406921	51.03324276
complex Gentbrugge-578	complex Gentbrugge	578	3.752406921	51.03324276
complex Gentbrugge-579	complex Gentbrugge	579	3.752265642	51.0333337
complex Gentbrugge-580	complex Gentbrugge	580	3.750209381	51.03236092
A11 Snede kmpt 65,7-597	A11 Snede kmpt 65,7	597	4.328282399	51.22953925
complex Waaslandhaven-Oost (8)-598	complex Waaslandhaven-Oost (8)	598	4.328282399	51.22953925
A11 Snede kmpt 66,1-599	A11 Snede kmpt 66,1	599	4.327457554	51.22957675
Complex nr 3 Nieuwpoort-2702	Complex nr 3 Nieuwpoort	2702	2.755730267	51.11335326
Complex nr 3 Nieuwpoort-2701	Complex nr 3 Nieuwpoort	2701	2.753253386	51.11116915
Complex nr 3 Nieuwpoort-2700	Complex nr 3 Nieuwpoort	2700	2.75310484	51.11127283
Complex nr 7 Roeselare-Izegem-2709	Complex nr 7 Roeselare-Izegem	2709	3.173230051	50.94017354
Complex nr 7 Roeselare-Izegem-2708	Complex nr 7 Roeselare-Izegem	2708	3.173287636	50.9401695
Complex nr 7 Roeselare-Izegem-2707	Complex nr 7 Roeselare-Izegem	2707	3.173002311	50.94019027
Complex nr 7 Roeselare-Izegem-2706	Complex nr 7 Roeselare-Izegem	2706	3.172948236	50.94019437
Complex nr 3 Nieuwpoort-2705	Complex nr 3 Nieuwpoort	2705	2.750304618	51.10938173
Complex nr 3 Nieuwpoort-2704	Complex nr 3 Nieuwpoort	2704	2.750016601	51.10987292
Complex nr 3 Nieuwpoort-2703	Complex nr 3 Nieuwpoort	2703	2.755775933	51.11316088
Complex nr 7 Roeselare-Izegem-2713	Complex nr 7 Roeselare-Izegem	2713	3.173165112	50.93838478
Complex nr 7 Roeselare-Izegem-2712	Complex nr 7 Roeselare-Izegem	2712	3.172434013	50.93887326
Complex nr 7 Roeselare-Izegem-2711	Complex nr 7 Roeselare-Izegem	2711	3.173485136	50.94016893
Complex nr 7 Roeselare-Izegem-2710	Complex nr 7 Roeselare-Izegem	2710	3.172792002	50.94052941
Complex nr 5a Zandvoorde-2719	Complex nr 5a Zandvoorde	2719	2.973818471	51.20536267
Complex nr 5a Zandvoorde-2718	Complex nr 5a Zandvoorde	2718	2.972748191	51.20592063
Complex nr 5a Zandvoorde-2717	Complex nr 5a Zandvoorde	2717	2.973900237	51.20550433
Complex nr 5a Zandvoorde-2716	Complex nr 5a Zandvoorde	2716	2.973890289	51.2054729
Complex nr 5a Zandvoorde-2715	Complex nr 5a Zandvoorde	2715	2.973922306	51.20557525
Complex nr 5a Zandvoorde-2714	Complex nr 5a Zandvoorde	2714	2.973934396	51.20560928
Complex nr 1 Meer-2724	Complex nr 1 Meer	2724	4.720212309	51.45088741
Complex nr 1 Meer-2723	Complex nr 1 Meer	2723	4.72052184	51.45084096
Complex nr 1 Meer-2722	Complex nr 1 Meer	2722	4.720566035	51.45083579
Complex nr 5a Zandvoorde-2721	Complex nr 5a Zandvoorde	2721	2.975890318	51.20550837
Complex nr 5a Zandvoorde-2720	Complex nr 5a Zandvoorde	2720	2.977166503	51.20493163
Complex nr 1 Meer-2729	Complex nr 1 Meer	2729	4.719434735	51.4496687
Complex nr 1 Meer-2728	Complex nr 1 Meer	2728	4.720217674	51.44955357
Complex nr 1 Meer-2727	Complex nr 1 Meer	2727	4.71991193	51.45093445
Complex nr 1 Meer-2726	Complex nr 1 Meer	2726	4.721162886	51.45158058
Complex nr 1 Meer-2725	Complex nr 1 Meer	2725	4.720262014	51.45087881
